WaterLevel,Hora
0.943,170
2.062,171
3.112,172
3.925,173
4.768,174
5.008,175
4.718999999999999,176
4.194,177
3.6460000000000004,178
3.0460000000000003,179
3.2560000000000002,180
3.512,181
4.289,182
5.185,183
6.077000000000001,184
6.648,185
6.711,186
6.215,187
4.88,188
3.19,189
1.5759999999999998,190
0.316,191
-0.248,192
-0.363,193
0.231,194
1.205,195
2.295,196
3.5180000000000002,197
4.316,198
4.985,199
4.988,200
4.667,201
3.988,202
3.302,203
2.911,204
3.1210000000000004,205
3.682,206
4.621,207
5.4639999999999995,208
6.303999999999999,209
6.852,210
6.74,211
5.943,212
4.319,213
2.6519999999999997,214
1.071,215
-0.040999999999999995,216
-0.57,217
-0.36,218
0.31,219
1.4509999999999998,220
2.701,221
3.787,222
4.617,223
5.083,224
5.008,225
4.437,226
3.627,227
2.957,228
2.8289999999999997,229
3.085,230
3.81,231
4.781000000000001,232
5.559,233
6.478,234
6.907,235
6.56,236
5.277,237
3.699,238
1.7730000000000001,239
0.47,240
-0.445,241
-0.757,242
-0.353,243
0.598,244
1.993,245
3.134,246
4.283,247
5.024,248
5.228,249
4.955,250
4.22,251
3.321,252
2.613,253
2.6689999999999996,254
2.967,255
3.699,256
4.827,257
5.579,258
6.504,259
6.629,260
5.936,261
4.785,262
2.9739999999999998,263
1.409,264
0.040999999999999995,265
-0.5660000000000001,266
-0.727,267
-0.005,268
1.015,269
2.3040000000000003,270
3.531,271
4.552,272
5.292999999999999,273
5.3389999999999995,274
4.68,275
3.984,276
3.062,277
2.616,278
2.6489999999999996,279
3.2230000000000003,280
4.024,281
4.939,282
5.72,283
6.146,284
6.33,285
5.742999999999999,286
4.28,287
2.6289999999999996,288
1.222,289
0.21100000000000002,290
-0.389,291
-0.022000000000000002,292
0.743,293
2.032,294
3.312,295
4.558,296
5.457000000000001,297
6.018,298
5.877000000000001,299
5.169,300
4.178,301
3.341,302
2.6519999999999997,303
2.764,304
3.236,305
4.092,306
4.9910000000000005,307
5.598,308
6.153,309
6.047999999999999,310
5.306,311
3.958,312
2.298,313
1.028,314
0.155,315
-0.022000000000000002,316
0.201,317
1.097,318
2.295,319
3.4760000000000004,320
4.591,321
5.454,322
5.733,323
5.5,324
4.739,325
3.676,326
2.8,327
2.347,328
2.3930000000000002,329
2.967,330
3.5839999999999996,331
4.552,332
5.146,333
5.585,334
5.484,335
4.968,336
3.807,337
2.465,338
1.435,339
0.851,340
0.815,341
1.133,342
2.147,343
3.23,344
4.407,345
5.349,346
5.874,347
5.995,348
5.631,349
4.647,350
3.492,351
2.57,352
2.088,353
2.068,354
2.488,355
3.1210000000000004,356
3.886,357
4.453,358
4.952,359
4.959,360
4.375,361
3.4819999999999998,362
2.245,363
1.31,364
0.871,365
0.92,366
1.474,367
2.452,368
3.594,369
4.447,370
5.47,371
6.064,372
6.053999999999999,373
5.497000000000001,374
4.43,375
3.236,376
2.501,377
1.8780000000000001,378
1.517,379
1.9269999999999998,380
2.528,381
3.2030000000000003,382
4.024,383
4.516,384
4.5089999999999995,385
4.109,386
3.568,387
2.6060000000000003,388
1.865,389
1.405,390
1.484,391
2.1830000000000003,392
2.787,393
3.968,394
4.942,395
5.936,396
6.497000000000001,397
6.432,398
5.858,399
4.867,400
3.305,401
2.173,402
1.4680000000000002,403
1.32,404
1.51,405
1.9369999999999998,406
2.793,407
3.522,408
4.129,409
4.421,410
4.457,411
4.158,412
3.407,413
2.806,414
2.295,415
2.1959999999999997,416
2.764,417
3.39,418
4.519,419
5.215,420
6.166,421
6.638,422
6.314,423
5.71,424
4.453,425
3.095,426
1.7269999999999999,427
1.035,428
0.621,429
0.654,430
1.268,431
1.989,432
2.9930000000000003,433
3.718,434
4.184,435
4.519,436
4.283,437
3.705,438
2.97,439
2.58,440
2.5140000000000002,441
2.925,442
3.6430000000000002,443
4.654,444
5.6770000000000005,445
6.399,446
6.989,447
6.934,448
6.084,449
4.928999999999999,450
3.138,451
1.921,452
0.867,453
0.408,454
0.536,455
0.956,456
1.8619999999999999,457
2.9410000000000003,458
3.7739999999999996,459
4.342,460
4.696000000000001,461
4.375,462
3.945,463
3.1710000000000003,464
2.557,465
2.557,466
2.9739999999999998,467
3.702,468
4.562,469
5.497000000000001,470
6.263999999999999,471
6.602,472
6.36,473
5.484,474
3.807,475
2.252,476
0.917,477
-0.091,478
-0.429,479
-0.192,480
0.552,481
1.6019999999999999,482
2.6919999999999997,483
3.748,484
4.532,485
4.7780000000000005,486
4.555,487
4.135,488
3.3480000000000003,489
2.862,490
2.695,491
3.072,492
3.8369999999999997,493
4.886,494
5.752999999999999,495
6.553,496
6.855,497
6.461,498
5.382000000000001,499
3.617,500
1.944,501
0.579,502
-0.31,503
-0.445,504
-0.051,505
0.8440000000000001,506
2.022,507
3.207,508
4.283,509
4.909,510
5.267,511
4.772,512
4.44,513
3.6039999999999996,514
3.043,515
2.79,516
3.4330000000000003,517
4.371,518
5.231,519
6.215,520
6.921,521
7.268,522
6.507000000000001,523
5.247000000000001,524
3.61,525
2.003,526
0.72,527
-0.018000000000000002,528
-0.11699999999999999,529
0.513,530
1.435,531
2.616,532
4.125,533
4.837,534
5.51,535
5.602,536
5.106,537
4.332,538
3.407,539
2.81,540
2.997,541
3.6,542
4.375,543
5.49,544
6.274,545
6.921,546
6.852,547
6.268,548
4.503,549
2.81,550
1.205,551
0.073,552
-0.599,553
-0.271,554
0.303,555
1.376,556
2.7110000000000003,557
3.823,558
4.841,559
5.254,560
5.136,561
4.476,562
3.571,563
2.639,564
2.344,565
2.531,566
3.1639999999999997,567
4.2010000000000005,568
5.129,569
5.949,570
6.412000000000001,571
6.281000000000001,572
5.382000000000001,573
3.741,574
1.973,575
0.556,576
-0.268,577
-0.7040000000000001,578
-0.18600000000000003,579
0.605,580
1.865,581
3.161,582
4.178,583
4.955,584
5.175,585
4.867,586
4.073,587
3.085,588
2.3080000000000003,589
2.124,590
2.557,591
3.2889999999999997,592
4.234,593
5.146,594
5.815,595
6.196000000000001,596
5.723,597
4.729,598
2.931,599
1.415,600
0.27,601
-0.39899999999999997,602
-0.317,603
0.192,604
1.212,605
2.501,606
3.702,607
4.578,608
5.129,609
5.087,610
4.585,611
3.728,612
2.7239999999999998,613
2.134,614
2.101,615
2.603,616
3.3280000000000003,617
4.266,618
4.998,619
5.5360000000000005,620
5.579,621
5.0280000000000005,622
3.8689999999999998,623
2.2030000000000003,624
0.9490000000000001,625
0.06,626
-0.19899999999999998,627
0.244,628
0.946,629
1.94,630
3.095,631
4.188,632
4.867,633
5.113,634
5.0569999999999995,635
4.404,636
3.397,637
2.603,638
2.16,639
2.259,640
2.695,641
3.377,642
4.132,643
4.89,644
5.195,645
5.11,646
4.417,647
3.43,648
2.0580000000000003,649
0.9,650
0.447,651
0.431,652
0.953,653
1.6380000000000001,654
2.6919999999999997,655
3.863,656
4.496,657
5.149,658
5.182,659
4.808,660
4.027,661
3.033,662
2.3930000000000002,663
1.973,664
2.344,665
2.813,666
3.535,667
4.06,668
4.614,669
4.798,670
4.503,671
4.096,672
2.987,673
1.9040000000000001,674
1.212,675
1.11,676
1.1,677
1.8980000000000001,678
2.367,679
3.5410000000000004,680
4.257,681
4.814,682
5.244,683
5.113,684
4.801,685
4.043,686
3.0389999999999997,687
2.6,688
2.37,689
2.682,690
3.141,691
3.64,692
4.217,693
4.585,694
4.893,695
4.394,696
3.725,697
3.141,698
2.239,699
1.5759999999999998,700
1.6059999999999999,701
2.039,702
2.452,703
3.4330000000000003,704
4.211,705
5.041,706
5.388,707
5.68,708
5.2410000000000005,709
4.637,710
3.5639999999999996,711
2.967,712
2.38,713
2.314,714
2.455,715
2.698,716
3.233,717
3.6860000000000004,718
4.122,719
4.207,720
4.007,721
3.5580000000000003,722
2.911,723
2.386,724
2.144,725
2.229,726
2.5180000000000002,727
3.082,728
3.8369999999999997,729
4.519,730
5.08,731
5.516,732
5.569,733
5.2379999999999995,734
4.581,735
3.594,736
2.79,737
2.2880000000000003,738
2.186,739
2.314,740
2.6460000000000004,741
3.016,742
3.3510000000000004,743
3.679,744
3.807,745
3.6919999999999997,746
3.285,747
2.7739999999999996,748
2.416,749
2.14,750
2.114,751
2.4619999999999997,752
2.947,753
3.417,754
4.132,755
4.545,756
4.9,757
4.772,758
4.526,759
3.715,760
2.846,761
1.9469999999999998,762
1.425,763
1.281,764
1.422,765
1.619,766
2.042,767
2.5340000000000003,768
2.931,769
3.19,770
3.213,771
3.075,772
2.79,773
2.478,774
2.3040000000000003,775
2.38,776
2.688,777
3.082,778
3.702,779
4.309,780
4.834,781
5.08,782
4.982,783
4.48,784
3.6460000000000004,785
2.573,786
1.6880000000000002,787
1.104,788
0.8740000000000001,789
0.946,790
1.314,791
1.8319999999999999,792
2.4290000000000003,793
3.02,794
3.236,795
3.42,796
3.364,797
3.0660000000000003,798
2.7310000000000003,799
2.4619999999999997,800
2.5340000000000003,801
2.842,802
3.3710000000000004,803
4.063,804
4.676,805
5.136,806
5.395,807
5.142,808
4.398,809
3.42,810
2.16,811
1.074,812
0.493,813
0.359,814
0.513,815
1.015,816
1.8780000000000001,817
2.603,818
3.1710000000000003,819
3.61,820
3.801,821
3.5610000000000004,822
3.3810000000000002,823
2.787,824
2.521,825
2.5869999999999997,826
3.134,827
3.4560000000000004,828
4.122,829
4.9,830
5.28,831
5.303,832
4.955,833
4.165,834
2.97,835
1.474,836
0.38799999999999996,837
-0.022000000000000002,838
-0.179,839
0.244,840
0.782,841
1.655,842
2.77,843
3.272,844
3.804,845
4.063,846
3.722,847
3.44,848
2.8360000000000003,849
2.573,850
2.705,851
3.1210000000000004,852
3.7510000000000003,853
4.522,854
5.234,855
5.827999999999999,856
5.7989999999999995,857
5.234,858
4.122,859
2.6719999999999997,860
1.176,861
0.021,862
-0.442,863
-0.415,864
0.09300000000000001,865
0.94,866
2.081,867
3.0980000000000003,868
3.85,869
4.237,870
4.266,871
3.905,872
3.259,873
2.6260000000000003,874
2.291,875
2.475,876
3.112,877
3.889,878
4.803999999999999,879
5.595,880
6.091,881
6.015,882
5.159,883
3.81,884
2.029,885
0.726,886
-0.29100000000000004,887
-0.609,888
-0.43200000000000005,889
0.359,890
1.379,891
2.662,892
3.784,893
4.447,894
4.713,895
4.4830000000000005,896
3.9739999999999998,897
3.128,898
2.4619999999999997,899
2.3209999999999997,900
2.639,901
3.344,902
4.325,903
5.254,904
6.028,905
6.5889999999999995,906
6.212000000000001,907
5.138999999999999,908
3.515,909
1.6909999999999998,910
0.32,911
-0.474,912
-0.606,913
-0.15,914
0.825,915
2.1109999999999998,916
3.426,917
4.473,918
5.037,919
5.195,920
4.716,921
3.915,922
2.803,923
2.144,924
2.15,925
2.6489999999999996,926
3.5610000000000004,927
4.627,928
5.651,929
6.428,930
6.688,931
6.169,932
4.906000000000001,933
3.01,934
1.314,935
0.08,936
-0.573,937
-0.442,938
0.113,939
1.383,940
2.721,941
3.9610000000000003,942
4.926,943
5.457000000000001,944
5.2410000000000005,945
4.644,946
3.512,947
2.396,948
1.9040000000000001,949
2.042,950
2.616,951
3.63,952
4.765,953
5.726,954
6.392,955
6.504,956
5.831,957
4.306,958
2.459,959
0.9259999999999999,960
-0.068,961
-0.556,962
-0.182,963
0.71,964
2.035,965
3.335,966
4.519,967
5.431,968
5.6610000000000005,969
5.2410000000000005,970
4.335,971
3.0069999999999997,972
1.963,973
1.57,974
1.73,975
2.465,976
3.4819999999999998,977
4.565,978
5.51,979
6.097,980
6.074,981
5.188,982
3.7119999999999997,983
1.9369999999999998,984
0.743,985
-0.094,986
-0.209,987
0.313,988
1.405,989
2.718,990
4.0760000000000005,991
5.129,992
5.835,993
5.858,994
5.26,995
4.02,996
2.7310000000000003,997
1.7990000000000002,998
1.419,999
1.6480000000000001,1000
2.5140000000000002,1001
3.43,1002
4.4830000000000005,1003
5.3229999999999995,1004
5.907,1005
5.582000000000001,1006
4.923,1007
3.525,1008
1.901,1009
0.762,1010
0.392,1011
0.49,1012
1.051,1013
2.055,1014
3.364,1015
4.6339999999999995,1016
5.559,1017
6.018,1018
5.89,1019
5.083,1020
3.843,1021
2.334,1022
1.547,1023
1.327,1024
1.442,1025
2.193,1026
3.052,1027
4.024,1028
4.768,1029
5.369,1030
5.152,1031
4.4110000000000005,1032
3.321,1033
1.819,1034
0.953,1035
0.654,1036
0.91,1037
1.6840000000000002,1038
2.787,1039
3.988,1040
5.037,1041
5.815,1042
5.976,1043
5.825,1044
4.775,1045
3.5180000000000002,1046
2.042,1047
1.465,1048
0.818,1049
1.163,1050
1.73,1051
2.5540000000000003,1052
3.4360000000000004,1053
4.099,1054
4.6339999999999995,1055
4.5680000000000005,1056
4.22,1057
3.318,1058
2.104,1059
1.3559999999999999,1060
1.081,1061
1.514,1062
2.193,1063
3.0,1064
4.22,1065
5.051,1066
5.815,1067
5.904,1068
5.444,1069
4.499,1070
3.18,1071
1.858,1072
1.094,1073
0.634,1074
0.94,1075
1.307,1076
2.075,1077
2.9339999999999997,1078
3.6430000000000002,1079
4.024,1080
4.191,1081
4.037,1082
3.407,1083
2.593,1084
1.95,1085
1.724,1086
1.944,1087
2.675,1088
3.486,1089
4.44,1090
5.218,1091
5.946000000000001,1092
5.999,1093
5.654,1094
4.775,1095
3.3710000000000004,1096
2.104,1097
1.156,1098
0.7390000000000001,1099
0.7170000000000001,1100
1.153,1101
1.7890000000000001,1102
2.633,1103
3.472,1104
4.096,1105
4.434,1106
4.381,1107
4.066,1108
3.486,1109
2.908,1110
2.662,1111
2.682,1112
3.22,1113
3.912,1114
4.676,1115
5.625,1116
6.143,1117
6.415,1118
6.051,1119
5.146,1120
3.7939999999999996,1121
2.478,1122
1.4580000000000002,1123
0.8740000000000001,1124
0.733,1125
1.133,1126
1.7069999999999999,1127
2.6260000000000003,1128
3.5580000000000003,1129
4.375,1130
4.88,1131
4.946000000000001,1132
4.8469999999999995,1133
4.319,1134
3.7739999999999996,1135
3.344,1136
3.4130000000000003,1137
3.7680000000000002,1138
4.46,1139
5.306,1140
6.15,1141
6.875,1142
7.022,1143
6.6610000000000005,1144
5.726,1145
4.499,1146
3.03,1147
1.8619999999999999,1148
1.163,1149
0.9890000000000001,1150
1.36,1151
2.108,1152
3.105,1153
4.004,1154
4.772,1155
5.444,1156
5.559,1157
5.398,1158
4.713,1159
3.9739999999999998,1160
3.4530000000000003,1161
3.3710000000000004,1162
3.659,1163
4.378,1164
5.207999999999999,1165
6.081,1166
6.671,1167
6.877999999999999,1168
6.379,1169
5.461,1170
3.909,1171
2.35,1172
1.156,1173
0.382,1174
0.215,1175
0.46399999999999997,1176
1.222,1177
2.3209999999999997,1178
3.364,1179
4.404,1180
4.975,1181
5.103,1182
4.988,1183
4.181,1184
3.512,1185
2.885,1186
2.865,1187
3.128,1188
3.9939999999999998,1189
4.975,1190
5.7989999999999995,1191
6.468,1192
6.632000000000001,1193
6.205,1194
5.06,1195
3.446,1196
1.976,1197
0.703,1198
-0.040999999999999995,1199
-0.057999999999999996,1200
0.493,1201
1.4380000000000002,1202
2.531,1203
3.5839999999999996,1204
4.65,1205
5.132999999999999,1206
5.083,1207
4.601,1208
3.7710000000000004,1209
2.8819999999999997,1210
2.281,1211
2.377,1212
2.8819999999999997,1213
3.725,1214
4.676,1215
5.621,1216
6.218,1217
6.3229999999999995,1218
5.694,1219
4.463,1220
2.8689999999999998,1221
1.304,1222
0.369,1223
-0.13699999999999998,1224
0.06,1225
0.6609999999999999,1226
1.776,1227
2.944,1228
4.086,1229
4.824,1230
5.263999999999999,1231
4.952,1232
4.375,1233
3.315,1234
2.478,1235
2.032,1236
2.167,1237
2.8360000000000003,1238
3.8169999999999997,1239
4.749,1240
5.627999999999999,1241
6.1129999999999995,1242
6.047999999999999,1243
5.274,1244
3.82,1245
2.16,1246
0.871,1247
0.054000000000000006,1248
-0.23199999999999998,1249
0.149,1250
0.9359999999999999,1251
2.157,1252
3.2889999999999997,1253
4.273,1254
4.968,1255
5.09,1256
4.673,1257
3.741,1258
2.636,1259
1.875,1260
1.665,1261
1.95,1262
2.8160000000000003,1263
3.7680000000000002,1264
4.7219999999999995,1265
5.48,1266
5.867000000000001,1267
5.68,1268
4.6930000000000005,1269
3.2230000000000003,1270
1.6119999999999999,1271
0.5589999999999999,1272
0.005,1273
-0.022000000000000002,1274
0.687,1275
1.6880000000000002,1276
2.957,1277
3.978,1278
4.877,1279
5.32,1280
5.165,1281
4.529,1282
3.525,1283
2.367,1284
1.7990000000000002,1285
1.7630000000000001,1286
2.281,1287
3.1439999999999997,1288
4.148,1289
5.005,1290
5.621,1291
5.831,1292
5.32,1293
4.234,1294
2.675,1295
1.396,1296
0.5489999999999999,1297
0.349,1298
0.71,1299
1.402,1300
2.531,1301
3.633,1302
4.631,1303
5.254,1304
5.382000000000001,1305
4.9319999999999995,1306
3.9610000000000003,1307
2.8,1308
1.829,1309
1.6909999999999998,1310
1.625,1311
2.5340000000000003,1312
3.325,1313
4.309,1314
5.106,1315
5.487,1316
5.502999999999999,1317
4.745,1318
3.715,1319
2.275,1320
1.294,1321
0.644,1322
0.723,1323
1.3630000000000002,1324
2.239,1325
3.3080000000000003,1326
4.27,1327
5.031000000000001,1328
5.484,1329
5.224,1330
4.598,1331
3.512,1332
2.4090000000000003,1333
1.77,1334
1.6219999999999999,1335
2.029,1336
2.721,1337
3.545,1338
4.427,1339
5.165,1340
5.316,1341
5.011,1342
4.302,1343
3.112,1344
2.012,1345
1.3530000000000002,1346
1.166,1347
1.396,1348
2.17,1349
3.033,1350
3.9739999999999998,1351
4.857,1352
5.402,1353
5.457000000000001,1354
5.011,1355
4.145,1356
3.0980000000000003,1357
2.131,1358
1.734,1359
1.74,1360
2.222,1361
2.898,1362
3.682,1363
4.43,1364
4.883,1365
4.9,1366
4.5489999999999995,1367
3.679,1368
2.56,1369
1.796,1370
1.53,1371
1.5759999999999998,1372
1.989,1373
2.8160000000000003,1374
3.636,1375
4.532,1376
5.083,1377
5.247000000000001,1378
5.28,1379
4.46,1380
3.321,1381
2.593,1382
1.714,1383
1.5630000000000002,1384
1.5959999999999999,1385
2.117,1386
2.842,1387
3.4819999999999998,1388
4.096,1389
4.365,1390
4.316,1391
3.8760000000000003,1392
3.279,1393
2.5180000000000002,1394
1.9069999999999998,1395
1.73,1396
2.009,1397
2.6060000000000003,1398
3.174,1399
3.968,1400
4.762,1401
5.1979999999999995,1402
5.224,1403
4.772,1404
4.0760000000000005,1405
3.056,1406
2.035,1407
1.4880000000000002,1408
1.3730000000000002,1409
1.56,1410
1.989,1411
2.551,1412
3.2260000000000004,1413
3.61,1414
3.9219999999999997,1415
